entity_i,entity_j,city,category,elast,w_ij,cross_uniform,block
5800,5800,Others,,-1.0763,,,own_diag
5800,5800,Pune,,-1.0763,,,own_diag
5801,5801,Bangalore,,-1.0763,,,own_diag
5801,5801,Chandigarh Tricity,,-1.0763,,,own_diag
5801,5801,Chennai,,-1.0763,,,own_diag
5801,5801,Delhi-NCR,,-1.0763,,,own_diag
5801,5801,Hyderabad,,-1.0763,,,own_diag
5801,5801,Kolkata,,-1.0763,,,own_diag
5801,5801,Lucknow,,-1.0763,,,own_diag
5801,5801,Mumbai,,-1.0763,,,own_diag
5801,5801,Others,,-1.0763,,,own_diag
5801,5801,Pune,,-1.0763,,,own_diag
16655,16655,Chandigarh Tricity,,-0.8287,,,own_diag
16655,16655,Others,,-0.8287,,,own_diag
16658,16658,Bangalore,,-0.8364,,,own_diag
16658,16658,Chandigarh Tricity,,-0.8364,,,own_diag
16658,16658,Chennai,,-0.8364,,,own_diag
16658,16658,Delhi-NCR,,-0.8364,,,own_diag
16658,16658,Hyderabad,,-0.8364,,,own_diag
16658,16658,Kolkata,,-0.8364,,,own_diag
16658,16658,Lucknow,,-0.8364,,,own_diag
16658,16658,Mumbai,,-0.8364,,,own_diag
16658,16658,Others,,-0.8364,,,own_diag
16658,16658,Pune,,-0.8364,,,own_diag
16659,16659,Delhi-NCR,,-1.0271,,,own_diag
16659,16659,Hyderabad,,-1.0271,,,own_diag
16659,16659,Lucknow,,-1.0271,,,own_diag
16659,16659,Mumbai,,-1.0271,,,own_diag
16659,16659,Others,,-1.0271,,,own_diag
16659,16659,Pune,,-1.0271,,,own_diag
16661,16661,Bangalore,,-0.953,,,own_diag
16661,16661,Chandigarh Tricity,,-0.953,,,own_diag
16661,16661,Chennai,,-0.953,,,own_diag
16661,16661,Delhi-NCR,,-0.953,,,own_diag
16661,16661,Hyderabad,,-0.953,,,own_diag
16661,16661,Kolkata,,-0.953,,,own_diag
16661,16661,Lucknow,,-0.953,,,own_diag
16661,16661,Mumbai,,-0.953,,,own_diag
16661,16661,Others,,-0.953,,,own_diag
16661,16661,Pune,,-0.953,,,own_diag
21491,21491,Ahmedabad,,-1.1708,,,own_diag
21491,21491,Bangalore,,-1.1708,,,own_diag
21491,21491,Chandigarh Tricity,,-1.1708,,,own_diag
21491,21491,Chennai,,-1.1708,,,own_diag
21491,21491,Delhi-NCR,,-1.1708,,,own_diag
21491,21491,Hyderabad,,-1.1708,,,own_diag
21491,21491,Kolkata,,-1.1708,,,own_diag
21491,21491,Lucknow,,-1.1708,,,own_diag
21491,21491,Mumbai,,-1.1708,,,own_diag
21491,21491,Others,,-1.1708,,,own_diag
21491,21491,Pune,,-1.1708,,,own_diag
21686,21686,Bangalore,,-1.1708,,,own_diag
21686,21686,Chennai,,-1.1708,,,own_diag
21686,21686,Delhi-NCR,,-1.1708,,,own_diag
21686,21686,Hyderabad,,-1.1708,,,own_diag
21686,21686,Kolkata,,-1.1708,,,own_diag
21686,21686,Lucknow,,-1.1708,,,own_diag
21686,21686,Others,,-1.1708,,,own_diag
21686,21686,Pune,,-1.1708,,,own_diag
21752,21752,Bangalore,,-1.0392,,,own_diag
21752,21752,Delhi-NCR,,-1.0392,,,own_diag
21752,21752,Hyderabad,,-1.0392,,,own_diag
21752,21752,Lucknow,,-1.0392,,,own_diag
21752,21752,Others,,-1.0392,,,own_diag
21752,21752,Pune,,-1.0392,,,own_diag
21831,21831,Ahmedabad,,-0.9946,,,own_diag
21831,21831,Bangalore,,-0.9946,,,own_diag
21831,21831,Chandigarh Tricity,,-0.9946,,,own_diag
21831,21831,Chennai,,-0.9946,,,own_diag
21831,21831,Delhi-NCR,,-0.9946,,,own_diag
21831,21831,Hyderabad,,-0.9946,,,own_diag
21831,21831,Kolkata,,-0.9946,,,own_diag
21831,21831,Lucknow,,-0.9946,,,own_diag
21831,21831,Mumbai,,-0.9946,,,own_diag
21831,21831,Others,,-0.9946,,,own_diag
21831,21831,Pune,,-0.9946,,,own_diag
21833,21833,Ahmedabad,,-0.953,,,own_diag
21833,21833,Others,,-0.953,,,own_diag
21833,21833,Pune,,-0.953,,,own_diag
21835,21835,Bangalore,,-0.953,,,own_diag
21835,21835,Chandigarh Tricity,,-0.953,,,own_diag
21835,21835,Chennai,,-0.953,,,own_diag
21835,21835,Delhi-NCR,,-0.953,,,own_diag
21835,21835,Hyderabad,,-0.953,,,own_diag
21835,21835,Kolkata,,-0.953,,,own_diag
21835,21835,Lucknow,,-0.953,,,own_diag
21835,21835,Others,,-0.953,,,own_diag
21835,21835,Pune,,-0.953,,,own_diag
21836,21836,Chandigarh Tricity,,-0.953,,,own_diag
21836,21836,Delhi-NCR,,-0.953,,,own_diag
21836,21836,Lucknow,,-0.953,,,own_diag
21836,21836,Others,,-0.953,,,own_diag
21836,21836,Pune,,-0.953,,,own_diag
21837,21837,Lucknow,,-0.953,,,own_diag
21837,21837,Others,,-0.953,,,own_diag
21837,21837,Pune,,-0.953,,,own_diag
21838,21838,Others,,-0.953,,,own_diag
21852,21852,Bangalore,,-1.0055,,,own_diag
21852,21852,Chandigarh Tricity,,-1.0055,,,own_diag
21852,21852,Chennai,,-1.0055,,,own_diag
21852,21852,Delhi-NCR,,-1.0055,,,own_diag
21852,21852,Hyderabad,,-1.0055,,,own_diag
21852,21852,Kolkata,,-1.0055,,,own_diag
21852,21852,Lucknow,,-1.0055,,,own_diag
21852,21852,Mumbai,,-1.0055,,,own_diag
21852,21852,Others,,-1.0055,,,own_diag
21852,21852,Pune,,-1.0055,,,own_diag
21862,21862,Ahmedabad,,-0.8287,,,own_diag
21862,21862,Bangalore,,-0.8287,,,own_diag
21862,21862,Chandigarh Tricity,,-0.8287,,,own_diag
21862,21862,Chennai,,-0.8287,,,own_diag
21862,21862,Delhi-NCR,,-0.8287,,,own_diag
21862,21862,Hyderabad,,-0.8287,,,own_diag
21862,21862,Kolkata,,-0.8287,,,own_diag
21862,21862,Lucknow,,-0.8287,,,own_diag
21862,21862,Mumbai,,-0.8287,,,own_diag
21862,21862,Others,,-0.8287,,,own_diag
21862,21862,Pune,,-0.8287,,,own_diag
24054,24054,Bangalore,,-1.0271,,,own_diag
24054,24054,Chandigarh Tricity,,-1.0271,,,own_diag
24054,24054,Chennai,,-1.0271,,,own_diag
24054,24054,Hyderabad,,-1.0271,,,own_diag
24054,24054,Mumbai,,-1.0271,,,own_diag
24054,24054,Others,,-1.0271,,,own_diag
24055,24055,Bangalore,,-0.953,,,own_diag
24055,24055,Chennai,,-0.953,,,own_diag
24055,24055,Hyderabad,,-0.953,,,own_diag
24055,24055,Kolkata,,-0.953,,,own_diag
24055,24055,Others,,-0.953,,,own_diag
31999,31999,Bangalore,,-0.953,,,own_diag
31999,31999,Chandigarh Tricity,,-0.953,,,own_diag
31999,31999,Chennai,,-0.953,,,own_diag
31999,31999,Delhi-NCR,,-0.953,,,own_diag
31999,31999,Hyderabad,,-0.953,,,own_diag
31999,31999,Lucknow,,-0.953,,,own_diag
31999,31999,Mumbai,,-0.953,,,own_diag
31999,31999,Others,,-0.953,,,own_diag
31999,31999,Pune,,-0.953,,,own_diag
32002,32002,Others,,-1.0271,,,own_diag
32006,32006,Bangalore,,-1.0089,,,own_diag
32006,32006,Chennai,,-1.0089,,,own_diag
32006,32006,Delhi-NCR,,-1.0089,,,own_diag
32006,32006,Hyderabad,,-1.0089,,,own_diag
32006,32006,Kolkata,,-1.0089,,,own_diag
32006,32006,Lucknow,,-1.0089,,,own_diag
32006,32006,Mumbai,,-1.0089,,,own_diag
32006,32006,Others,,-1.0089,,,own_diag
32006,32006,Pune,,-1.0089,,,own_diag
32385,32385,Ahmedabad,,-0.953,,,own_diag
32385,32385,Bangalore,,-0.953,,,own_diag
32385,32385,Hyderabad,,-0.953,,,own_diag
32385,32385,Lucknow,,-0.953,,,own_diag
32385,32385,Mumbai,,-0.953,,,own_diag
32385,32385,Others,,-0.953,,,own_diag
32385,32385,Pune,,-0.953,,,own_diag
32386,32386,Ahmedabad,,-0.953,,,own_diag
32386,32386,Kolkata,,-0.953,,,own_diag
32386,32386,Others,,-0.953,,,own_diag
32386,32386,Pune,,-0.953,,,own_diag
32387,32387,Ahmedabad,,-1.0299,,,own_diag
32387,32387,Bangalore,,-1.0299,,,own_diag
32387,32387,Chandigarh Tricity,,-1.0299,,,own_diag
32387,32387,Chennai,,-1.0299,,,own_diag
32387,32387,Delhi-NCR,,-1.0299,,,own_diag
32387,32387,Hyderabad,,-1.0299,,,own_diag
32387,32387,Kolkata,,-1.0299,,,own_diag
32387,32387,Lucknow,,-1.0299,,,own_diag
32387,32387,Mumbai,,-1.0299,,,own_diag
32387,32387,Others,,-1.0299,,,own_diag
32387,32387,Pune,,-1.0299,,,own_diag
58549,58549,Bangalore,,-0.8287,,,own_diag
58549,58549,Chennai,,-0.8287,,,own_diag
58549,58549,Delhi-NCR,,-0.8287,,,own_diag
58549,58549,Hyderabad,,-0.8287,,,own_diag
58549,58549,Kolkata,,-0.8287,,,own_diag
58549,58549,Mumbai,,-0.8287,,,own_diag
58549,58549,Others,,-0.8287,,,own_diag
58549,58549,Pune,,-0.8287,,,own_diag
59642,59642,Ahmedabad,,-1.0089,,,own_diag
59642,59642,Bangalore,,-1.0089,,,own_diag
59642,59642,Chandigarh Tricity,,-1.0089,,,own_diag
59642,59642,Chennai,,-1.0089,,,own_diag
59642,59642,Delhi-NCR,,-1.0089,,,own_diag
59642,59642,Hyderabad,,-1.0089,,,own_diag
59642,59642,Kolkata,,-1.0089,,,own_diag
59642,59642,Lucknow,,-1.0089,,,own_diag
59642,59642,Mumbai,,-1.0089,,,own_diag
59642,59642,Others,,-1.0089,,,own_diag
59642,59642,Pune,,-1.0089,,,own_diag
64011,64011,Bangalore,,-0.9946,,,own_diag
64011,64011,Chennai,,-0.9946,,,own_diag
64011,64011,Delhi-NCR,,-0.9946,,,own_diag
64011,64011,Hyderabad,,-0.9946,,,own_diag
64011,64011,Lucknow,,-0.9946,,,own_diag
64011,64011,Mumbai,,-0.9946,,,own_diag
64011,64011,Others,,-0.9946,,,own_diag
64011,64011,Pune,,-0.9946,,,own_diag
67917,67917,Bangalore,,-1.0763,,,own_diag
67917,67917,Chandigarh Tricity,,-1.0763,,,own_diag
67917,67917,Chennai,,-1.0763,,,own_diag
67917,67917,Delhi-NCR,,-1.0763,,,own_diag
67917,67917,Hyderabad,,-1.0763,,,own_diag
67917,67917,Kolkata,,-1.0763,,,own_diag
67917,67917,Lucknow,,-1.0763,,,own_diag
67917,67917,Mumbai,,-1.0763,,,own_diag
67917,67917,Others,,-1.0763,,,own_diag
67917,67917,Pune,,-1.0763,,,own_diag
75468,75468,Chandigarh Tricity,,-0.953,,,own_diag
75468,75468,Delhi-NCR,,-0.953,,,own_diag
75468,75468,Lucknow,,-0.953,,,own_diag
75468,75468,Others,,-0.953,,,own_diag
75469,75469,Bangalore,,-0.8287,,,own_diag
75469,75469,Chandigarh Tricity,,-0.8287,,,own_diag
75469,75469,Chennai,,-0.8287,,,own_diag
75469,75469,Delhi-NCR,,-0.8287,,,own_diag
75469,75469,Hyderabad,,-0.8287,,,own_diag
75469,75469,Kolkata,,-0.8287,,,own_diag
75469,75469,Lucknow,,-0.8287,,,own_diag
75469,75469,Mumbai,,-0.8287,,,own_diag
75469,75469,Others,,-0.8287,,,own_diag
75469,75469,Pune,,-0.8287,,,own_diag
81023,81023,Bangalore,,-1.0763,,,own_diag
81023,81023,Delhi-NCR,,-1.0763,,,own_diag
81023,81023,Hyderabad,,-1.0763,,,own_diag
81023,81023,Others,,-1.0763,,,own_diag
86959,86959,Ahmedabad,,-1.0271,,,own_diag
86959,86959,Bangalore,,-1.0271,,,own_diag
86959,86959,Chandigarh Tricity,,-1.0271,,,own_diag
86959,86959,Chennai,,-1.0271,,,own_diag
86959,86959,Delhi-NCR,,-1.0271,,,own_diag
86959,86959,Hyderabad,,-1.0271,,,own_diag
86959,86959,Kolkata,,-1.0271,,,own_diag
86959,86959,Lucknow,,-1.0271,,,own_diag
86959,86959,Mumbai,,-1.0271,,,own_diag
86959,86959,Others,,-1.0271,,,own_diag
86959,86959,Pune,,-1.0271,,,own_diag
98567,98567,Ahmedabad,,-1.0271,,,own_diag
98567,98567,Bangalore,,-1.0271,,,own_diag
98567,98567,Chandigarh Tricity,,-1.0271,,,own_diag
98567,98567,Chennai,,-1.0271,,,own_diag
98567,98567,Delhi-NCR,,-1.0271,,,own_diag
98567,98567,Hyderabad,,-1.0271,,,own_diag
98567,98567,Kolkata,,-1.0271,,,own_diag
98567,98567,Lucknow,,-1.0271,,,own_diag
98567,98567,Mumbai,,-1.0271,,,own_diag
98567,98567,Others,,-1.0271,,,own_diag
98567,98567,Pune,,-1.0271,,,own_diag
108382,108382,Ahmedabad,,-1.0271,,,own_diag
108382,108382,Bangalore,,-1.0271,,,own_diag
108382,108382,Chennai,,-1.0271,,,own_diag
108382,108382,Delhi-NCR,,-1.0271,,,own_diag
108382,108382,Hyderabad,,-1.0271,,,own_diag
108382,108382,Kolkata,,-1.0271,,,own_diag
108382,108382,Lucknow,,-1.0271,,,own_diag
108382,108382,Mumbai,,-1.0271,,,own_diag
108382,108382,Others,,-1.0271,,,own_diag
108382,108382,Pune,,-1.0271,,,own_diag
112761,112761,Bangalore,,-1.0763,,,own_diag
112761,112761,Chennai,,-1.0763,,,own_diag
112761,112761,Delhi-NCR,,-1.0763,,,own_diag
112761,112761,Hyderabad,,-1.0763,,,own_diag
112761,112761,Kolkata,,-1.0763,,,own_diag
112761,112761,Lucknow,,-1.0763,,,own_diag
112761,112761,Mumbai,,-1.0763,,,own_diag
112761,112761,Others,,-1.0763,,,own_diag
112761,112761,Pune,,-1.0763,,,own_diag
122262,122262,Bangalore,,-1.0304,,,own_diag
122262,122262,Chandigarh Tricity,,-1.0304,,,own_diag
122262,122262,Delhi-NCR,,-1.0304,,,own_diag
122262,122262,Hyderabad,,-1.0304,,,own_diag
122262,122262,Kolkata,,-1.0304,,,own_diag
122262,122262,Mumbai,,-1.0304,,,own_diag
122262,122262,Others,,-1.0304,,,own_diag
122262,122262,Pune,,-1.0304,,,own_diag
126995,126995,Bangalore,,-0.953,,,own_diag
126995,126995,Chandigarh Tricity,,-0.953,,,own_diag
126995,126995,Chennai,,-0.953,,,own_diag
126995,126995,Delhi-NCR,,-0.953,,,own_diag
126995,126995,Hyderabad,,-0.953,,,own_diag
126995,126995,Kolkata,,-0.953,,,own_diag
126995,126995,Lucknow,,-0.953,,,own_diag
126995,126995,Mumbai,,-0.953,,,own_diag
126995,126995,Others,,-0.953,,,own_diag
126995,126995,Pune,,-0.953,,,own_diag
245436,245436,Bangalore,,-1.0058,,,own_diag
245436,245436,Delhi-NCR,,-1.0058,,,own_diag
245436,245436,Hyderabad,,-1.0058,,,own_diag
245436,245436,Mumbai,,-1.0058,,,own_diag
245436,245436,Others,,-1.0058,,,own_diag
245436,245436,Pune,,-1.0058,,,own_diag
286878,286878,Bangalore,,-1.0392,,,own_diag
286878,286878,Chennai,,-1.0392,,,own_diag
286878,286878,Delhi-NCR,,-1.0392,,,own_diag
286878,286878,Hyderabad,,-1.0392,,,own_diag
286878,286878,Kolkata,,-1.0392,,,own_diag
286878,286878,Lucknow,,-1.0392,,,own_diag
286878,286878,Mumbai,,-1.0392,,,own_diag
286878,286878,Others,,-1.0392,,,own_diag
286878,286878,Pune,,-1.0392,,,own_diag
364165,364165,Bangalore,,-1.0128,,,own_diag
364165,364165,Chennai,,-1.0128,,,own_diag
364165,364165,Delhi-NCR,,-1.0128,,,own_diag
364165,364165,Hyderabad,,-1.0128,,,own_diag
364165,364165,Kolkata,,-1.0128,,,own_diag
364165,364165,Lucknow,,-1.0128,,,own_diag
364165,364165,Mumbai,,-1.0128,,,own_diag
364165,364165,Others,,-1.0128,,,own_diag
364165,364165,Pune,,-1.0128,,,own_diag
437289,437289,Ahmedabad,,-1.1708,,,own_diag
437289,437289,Bangalore,,-1.1708,,,own_diag
437289,437289,Chandigarh Tricity,,-1.1708,,,own_diag
437289,437289,Chennai,,-1.1708,,,own_diag
437289,437289,Delhi-NCR,,-1.1708,,,own_diag
437289,437289,Hyderabad,,-1.1708,,,own_diag
437289,437289,Kolkata,,-1.1708,,,own_diag
437289,437289,Lucknow,,-1.1708,,,own_diag
437289,437289,Mumbai,,-1.1708,,,own_diag
437289,437289,Others,,-1.1708,,,own_diag
437289,437289,Pune,,-1.1708,,,own_diag
438513,438513,Delhi-NCR,,-1.0092,,,own_diag
438513,438513,Others,,-1.0092,,,own_diag
443580,443580,Bangalore,,-1.0763,,,own_diag
443580,443580,Others,,-1.0763,,,own_diag
443581,443581,Bangalore,,-1.0392,,,own_diag
443581,443581,Delhi-NCR,,-1.0392,,,own_diag
443581,443581,Hyderabad,,-1.0392,,,own_diag
443581,443581,Kolkata,,-1.0392,,,own_diag
443581,443581,Lucknow,,-1.0392,,,own_diag
443581,443581,Mumbai,,-1.0392,,,own_diag
443581,443581,Others,,-1.0392,,,own_diag
443581,443581,Pune,,-1.0392,,,own_diag
481536,481536,Bangalore,,-1.0763,,,own_diag
481536,481536,Chandigarh Tricity,,-1.0763,,,own_diag
481536,481536,Chennai,,-1.0763,,,own_diag
481536,481536,Delhi-NCR,,-1.0763,,,own_diag
481536,481536,Hyderabad,,-1.0763,,,own_diag
481536,481536,Kolkata,,-1.0763,,,own_diag
481536,481536,Mumbai,,-1.0763,,,own_diag
481536,481536,Pune,,-1.0763,,,own_diag
490411,490411,Chandigarh Tricity,,-1.1708,,,own_diag
490411,490411,Delhi-NCR,,-1.1708,,,own_diag
490411,490411,Lucknow,,-1.1708,,,own_diag
490432,490432,Bangalore,,-1.0089,,,own_diag
490432,490432,Chennai,,-1.0089,,,own_diag
490432,490432,Kolkata,,-1.0089,,,own_diag
490432,490432,Pune,,-1.0089,,,own_diag
495081,495081,Bangalore,,-0.9946,,,own_diag
495081,495081,Chandigarh Tricity,,-0.9946,,,own_diag
495081,495081,Chennai,,-0.9946,,,own_diag
495081,495081,Delhi-NCR,,-0.9946,,,own_diag
495081,495081,Kolkata,,-0.9946,,,own_diag
495081,495081,Mumbai,,-0.9946,,,own_diag
495081,495081,Pune,,-0.9946,,,own_diag
495083,495083,Bangalore,,-0.8364,,,own_diag
495083,495083,Chandigarh Tricity,,-0.8364,,,own_diag
495083,495083,Delhi-NCR,,-0.8364,,,own_diag
495083,495083,Hyderabad,,-0.8364,,,own_diag
495083,495083,Kolkata,,-0.8364,,,own_diag
495083,495083,Lucknow,,-0.8364,,,own_diag
495083,495083,Others,,-0.8364,,,own_diag
495083,495083,Pune,,-0.8364,,,own_diag
495085,495085,Bangalore,,-0.8569,,,own_diag
495085,495085,Chandigarh Tricity,,-0.8569,,,own_diag
495085,495085,Chennai,,-0.8569,,,own_diag
495085,495085,Hyderabad,,-0.8569,,,own_diag
495085,495085,Pune,,-0.8569,,,own_diag
495092,495092,Bangalore,,-0.953,,,own_diag
495092,495092,Chandigarh Tricity,,-0.953,,,own_diag
495092,495092,Chennai,,-0.953,,,own_diag
495092,495092,Delhi-NCR,,-0.953,,,own_diag
495092,495092,Hyderabad,,-0.953,,,own_diag
495092,495092,Kolkata,,-0.953,,,own_diag
495092,495092,Mumbai,,-0.953,,,own_diag
495092,495092,Pune,,-0.953,,,own_diag
496799,496799,Ahmedabad,,-1.0763,,,own_diag
496799,496799,Bangalore,,-1.0763,,,own_diag
496799,496799,Chennai,,-1.0763,,,own_diag
496799,496799,Delhi-NCR,,-1.0763,,,own_diag
496799,496799,Hyderabad,,-1.0763,,,own_diag
496799,496799,Kolkata,,-1.0763,,,own_diag
496799,496799,Lucknow,,-1.0763,,,own_diag
496799,496799,Mumbai,,-1.0763,,,own_diag
496799,496799,Others,,-1.0763,,,own_diag
496799,496799,Pune,,-1.0763,,,own_diag
521140,521140,Bangalore,,-1.0763,,,own_diag
521140,521140,Chandigarh Tricity,,-1.0763,,,own_diag
521140,521140,Delhi-NCR,,-1.0763,,,own_diag
521140,521140,Hyderabad,,-1.0763,,,own_diag
521140,521140,Kolkata,,-1.0763,,,own_diag
521140,521140,Mumbai,,-1.0763,,,own_diag
521140,521140,Others,,-1.0763,,,own_diag
521140,521140,Pune,,-1.0763,,,own_diag
521146,521146,Others,,-1.0763,,,own_diag
532385,532385,Bangalore,,-1.1708,,,own_diag
532385,532385,Delhi-NCR,,-1.1708,,,own_diag
532385,532385,Hyderabad,,-1.1708,,,own_diag
532385,532385,Kolkata,,-1.1708,,,own_diag
532385,532385,Lucknow,,-1.1708,,,own_diag
532385,532385,Others,,-1.1708,,,own_diag
532389,532389,Ahmedabad,,-0.9252,,,own_diag
532389,532389,Bangalore,,-0.9252,,,own_diag
532389,532389,Chennai,,-0.9252,,,own_diag
532389,532389,Delhi-NCR,,-0.9252,,,own_diag
532389,532389,Hyderabad,,-0.9252,,,own_diag
