product_i,product_j,city,cross_elast
21837,75468,Lucknow,0.007
21837,126995,Lucknow,0.007
31999,3587,Lucknow,0.007
31999,3588,Lucknow,0.007
31999,16661,Lucknow,0.007
31999,21835,Lucknow,0.007
31999,21836,Lucknow,0.007
31999,21837,Lucknow,0.007
31999,32385,Lucknow,0.007
31999,75468,Lucknow,0.007
31999,126995,Lucknow,0.007
32385,3587,Lucknow,0.007
32385,3588,Lucknow,0.007
32385,16661,Lucknow,0.007
32385,21835,Lucknow,0.007
32385,21836,Lucknow,0.007
32385,21837,Lucknow,0.007
32385,31999,Lucknow,0.007
32385,75468,Lucknow,0.007
32385,126995,Lucknow,0.007
75468,3587,Lucknow,0.007
75468,3588,Lucknow,0.007
75468,16661,Lucknow,0.007
75468,21835,Lucknow,0.007
75468,21836,Lucknow,0.007
75468,21837,Lucknow,0.007
